deployment_waterbody,location_description,lease,status,deployment,retrieval,duration,logger_latitude,logger_longitude,logger_model,serial,sensor_depth,sounding,datum,mount_type,acoustic_release,surface_buoy,deployment_attendant,retrieval_attendant,comments,deployment_waypoint,retrieval_waypoint,retrieval_latitude,retrieval_longitude,sensor_voltage_deployed,sensor_voltage_retrieved,vessel_sounder_offset_transponder_depth,verified_measurement_below_origin_first_sensor_under_float,tide_correction,rising_or_falling,height_of_vr_2_ar_base_off_bottom,time_of_deployment,photos_taken,anchor_type,float_type,distance_from_top_of_float_to_origin_first_sensor,deployment_time,retrieval_time,dist_to_shore,substrate,deployment_notes,retrieval_notes,configuration,mooring_type,data_processor_notes,data_handler_notes,lease_maybe,latitude_maybe,longitude_maybe,depth_maybe,depth_of_water_m,15,secondary_float_type,distance_from_top_of_float_to_origin_first_sensor_1
St. Marys Bay,Long Island 1,NA,Retrieved,2019-01-17,2019-05-27,130,44.35013,-66.2243,HOBO Pro V2,20495210,2,34,NA,NA,NA,N,"David Cook, Todd Mosher, Matthew Theriault",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
St. Marys Bay,Long Island 1,NA,Retrieved,2019-01-17,2019-05-27,130,44.35013,-66.2243,aquaMeasure DOT,670369,5,34,NA,NA,NA,N,"David Cook, Todd Mosher, Matthew Theriault",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
St. Marys Bay,Long Island 1,NA,Retrieved,2019-01-17,2019-05-27,130,44.35013,-66.2243,HOBO Pro V2,20330419,10,34,NA,NA,NA,N,"David Cook, Todd Mosher, Matthew Theriault",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
St. Marys Bay,Long Island 1,NA,Retrieved,2019-01-17,2019-05-27,130,44.35013,-66.2243,HOBO Pro V2,20308041,15,34,NA,NA,NA,N,"David Cook, Todd Mosher, Matthew Theriault",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
St. Marys Bay,Long Island 1,NA,Retrieved,2019-01-17,2019-05-27,130,44.35013,-66.2243,HOBO Pro V2,20031664,20,34,NA,NA,NA,N,"David Cook, Todd Mosher, Matthew Theriault",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
St. Marys Bay,Long Island 1,NA,Retrieved,2019-01-17,2019-05-27,130,44.35013,-66.2243,VR2AR,548042,31,34,NA,NA,NA,N,"David Cook, Todd Mosher, Matthew Theriault",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
St. Marys River,Lower St. Marys River,NA,Retrieved,2022-05-18,2022-09-19,124,45.071194,-61.926722,aquaMeasure SAL,686012,3.6,3.6,NA,Cinder Block,N,N,"Robin Stuart, Blair Golden, 2 others","Robin Stuart, Evan and 2 others","Dove to deploy and assure upright. Submerged rope with buoy 2m below surface,zip tied. Dove on Site 2 first. Spent over hour digging sand around blocks, instruments were buried",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,attached to fixed structure,Fixed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shelburne Harbour,McNutts Island,NA,Retrieved,2018-02-13,2018-05-14,90,43.63034,-65.26101,aquaMeasure DOT,670285,2,NA,NA,NA,NA,N,"Todd Mosher, Matt King","Todd Mosher, David Cook",CMAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shelburne Harbour,McNutts Island,NA,Retrieved,2018-02-13,2018-05-14,90,43.63034,-65.26101,DST Comp,360,5,NA,NA,NA,NA,N,"Todd Mosher, Matt King","Todd Mosher, David Cook",CMAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shelburne Harbour,McNutts Island,NA,Retrieved,2018-02-13,2018-05-14,90,43.63034,-65.26101,aquaMeasure DOT,670286,5,NA,NA,NA,NA,N,"Todd Mosher, Matt King","Todd Mosher, David Cook",CMAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shelburne Harbour,McNutts Island,NA,Retrieved,2018-02-13,2018-05-14,90,43.63034,-65.26101,HOBO Pro V2,10755256,10,NA,NA,NA,NA,N,"Todd Mosher, Matt King","Todd Mosher, David Cook",CMAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shelburne Harbour,McNutts Island,NA,Retrieved,2018-02-13,2018-05-14,90,43.63034,-65.26101,aquaMeasure DOT,670287,15,NA,NA,NA,NA,N,"Todd Mosher, Matt King","Todd Mosher, David Cook",CMAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shelburne Harbour,McNutts Island,NA,Retrieved,2018-02-13,2018-05-14,90,43.63034,-65.26101,VR2AR,547097,20,NA,NA,NA,NA,N,"Todd Mosher, Matt King","Todd Mosher, David Cook",CMAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shad Bay,Shad Bay,NA,Retrieved,2018-02-21,2018-11-15,267,44.50116,-63.81413,aquaMeasure DOT,670359,2,NA,NA,NA,NA,N,"Todd Mosher, Matt King, David Cook","David Cook, Kate Richardson, Todd Mosher, Josh Hatt",CMAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shad Bay,Shad Bay,NA,Retrieved,2018-02-21,2018-11-15,267,44.50116,-63.81413,aquaMeasure DOT,670360,5,NA,NA,NA,NA,N,"Todd Mosher, Matt King, David Cook","David Cook, Kate Richardson, Todd Mosher, Josh Hatt",CMAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shad Bay,Shad Bay,NA,Retrieved,2018-02-21,2018-11-15,267,44.50116,-63.81413,HOBO Pro V2,10755235,10,NA,NA,NA,NA,N,"Todd Mosher, Matt King, David Cook","David Cook, Kate Richardson, Todd Mosher, Josh Hatt",CMAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shad Bay,Shad Bay,NA,Retrieved,2018-02-21,2018-11-15,267,44.50116,-63.81413,HOBO Pro V2,10034842,15,NA,NA,NA,NA,N,"Todd Mosher, Matt King, David Cook","David Cook, Kate Richardson, Todd Mosher, Josh Hatt",CMAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shad Bay,Shad Bay,NA,Retrieved,2018-02-21,2018-11-15,267,44.50116,-63.81413,VR2AR,547086,20,NA,NA,NA,NA,N,"Todd Mosher, Matt King, David Cook","David Cook, Kate Richardson, Todd Mosher, Josh Hatt",CMAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mahone Bay,Snake Island,995,Retrieved,2018-02-06,2018-04-22,75,44.54357,-64.17342,HOBO Pro V2,10755247,5,NA,NA,NA,NA,Y,Duncan Bates,Duncan Bates,Perennia/CMAR Project,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mahone Bay,Snake Island,995,Retrieved,2018-02-06,2018-04-22,75,44.54357,-64.17342,aquaMeasure DOT,670368,2,27,NA,NA,NA,N,Duncan Bates,Duncan Bates,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mahone Bay,Snake Island,995,Retrieved,2018-02-06,2018-04-22,75,44.54357,-64.17342,aquaMeasure DOT,670369,5,27,NA,NA,NA,N,Duncan Bates,Duncan Bates,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mahone Bay,Snake Island,995,Retrieved,2018-02-06,2018-04-22,75,44.54357,-64.17342,aquaMeasure DOT,670370,10,27,NA,NA,NA,N,Duncan Bates,Duncan Bates,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mahone Bay,Snake Island,995,Retrieved,2018-02-06,2018-04-22,75,44.54357,-64.17342,aquaMeasure DOT,670371,15,27,NA,NA,NA,N,Duncan Bates,Duncan Bates,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mahone Bay,Snake Island,995,Retrieved,2018-02-06,2018-04-22,75,44.54357,-64.17342,aquaMeasure DOT,670372,20,27,NA,NA,NA,N,Duncan Bates,Duncan Bates,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mahone Bay,Snake Island,995,Retrieved,2018-04-29,2018-12-10,225,44.54357,-64.17342,HOBO Pro V2,10755213,5,27,NA,NA,NA,N,Duncan Bates,Duncan Bates,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mahone Bay,Snake Island,995,Retrieved,2018-04-29,2018-12-10,225,44.54357,-64.17342,HOBO Pro V2,10034850,10,27,NA,NA,NA,N,Duncan Bates,Duncan Bates,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mahone Bay,Snake Island,995,Retrieved,2018-04-29,2018-12-10,225,44.54357,-64.17342,HOBO Pro V2,10755251,15,27,NA,NA,NA,N,Duncan Bates,Duncan Bates,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spry Bay,Spry Harbour,NA,Retrieved,2018-02-28,2018-09-13,197,44.81769,-62.62061,aquaMeasure DOT,670361,3,NA,NA,NA,NA,N,"Todd Mosher, Matt King, David Cook",NA,CMAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spry Bay,Spry Harbour,NA,Retrieved,2018-02-28,2018-09-13,197,44.81769,-62.62061,aquaMeasure DOT,670362,6,NA,NA,NA,NA,N,"Todd Mosher, Matt King, David Cook",NA,CMAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spry Bay,Spry Harbour,NA,Retrieved,2018-02-28,2018-09-13,197,44.81769,-62.62061,HOBO Pro V2,20291441,10,NA,NA,NA,NA,N,"Todd Mosher, Matt King, David Cook",NA,CMAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spry Bay,Spry Harbour,NA,Retrieved,2018-02-28,2018-09-13,197,44.81769,-62.62061,VR2AR,547113,16,NA,NA,NA,NA,N,"Todd Mosher, Matt King, David Cook",NA,CMAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tor Bay,Tanner Island,NA,Retrieved,2019-02-05,2019-04-02,56,45.23018,-61.25339,aquaMeasure SAL,680157,2,13,NA,NA,NA,N,"Toby Balch, Matt Hatcher, Josh Hatt","Toby Balch, Matt Hatcher, David Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tor Bay,Tanner Island,NA,Retrieved,2019-02-05,2019-04-02,56,45.23018,-61.25339,aquaMeasure DOT,675010,5,13,NA,NA,NA,N,"Toby Balch, Matt Hatcher, Josh Hatt","Toby Balch, Matt Hatcher, David Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tor Bay,Tanner Island,NA,Retrieved,2019-02-05,2019-04-02,56,45.23018,-61.25339,HOBO Pro V2,10755251,10,13,NA,NA,NA,N,"Toby Balch, Matt Hatcher, Josh Hatt","Toby Balch, Matt Hatcher, David Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tor Bay,Tanner Island,NA,Retrieved,2019-02-05,2019-04-02,56,45.23018,-61.25339,VR2AR,548037,11,13,NA,NA,NA,N,"Toby Balch, Matt Hatcher, Josh Hatt","Toby Balch, Matt Hatcher, David Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wine Harbour,Wine Harbour,75,Retrieved,2019-04-22,2020-09-10,NA,45.07278,-61.8605,TidbiT MX2303,20405713,1,8,NA,NA,NA,Y,Sam Pascoe (B&S),NA,Yellow NSDFA marked buoy.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wine Harbour,Wine Harbour,75,Retrieved,2019-04-22,2020-09-10,NA,45.07278,-61.8605,TidbiT MX2303,20405704,7,8,NA,NA,NA,Y,Sam Pascoe (B&S),NA,Yellow NSDFA marked buoy.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arichat Harbour,0667,667,Retrieved,2015-11-26,2016-09-01,280,45.4934062203816,-61.0194651783081,HOBO Pro V2,10755234,2,25,NA,Attached to Gear,N,NA,"Jessica Feindel, Nathaniel Feindel, Vicki Swan","Nathaniel Feindel, Vicki Swan",2012-12-14: DD changed units to quantitative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arichat Harbour,0667,667,Retrieved,2015-11-26,2016-09-01,280,45.4934062203816,-61.0194651783081,HOBO Pro V2,10034845,10,25,NA,Attached to Gear,N,NA,"Jessica Feindel, Nathaniel Feindel, Vicki Swan","Nathaniel Feindel, Vicki Swan","NSDFA sheet says ""35 ft below surface""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arichat Harbour,0667,667,Retrieved,2015-11-26,2016-09-01,280,45.4934062203816,-61.0194651783081,HOBO Pro V2,10755256,25,25,NA,Attached to Gear,N,NA,"Jessica Feindel, Nathaniel Feindel, Vicki Swan","Nathaniel Feindel, Vicki Swan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arichat Harbour,0716 Center,716,Retrieved,2018-12-12,2019-04-09,118,45.50135,-61.04197,HOBO Pro V2,10755235,2,15,NA,Sub-Surface Buoy,N,N,"David Cook, Todd Mosher",M. Hatcher / S. Hatcher / T. Balch,"Drag Anchor Coordinates: 45.50130, -61.04167",NA,103,45.50146,-61.04219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arichat Harbour,0716 Center,716,Retrieved,2018-12-12,2019-04-09,118,45.50135,-61.04197,TidbiT MX2303,20397512,5,15,NA,Sub-Surface Buoy,N,N,"David Cook, Todd Mosher",M. Hatcher / S. Hatcher / T. Balch,"Drag Anchor Coordinates: 45.50130, -61.04167",NA,103,45.50146,-61.04219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arichat Harbour,0716 Center,716,Retrieved,2018-12-12,2019-04-09,118,45.50135,-61.04197,TidbiT MX2303,20405709,10,15,NA,Sub-Surface Buoy,N,N,"David Cook, Todd Mosher",M. Hatcher / S. Hatcher / T. Balch,"Drag Anchor Coordinates: 45.50130, -61.04167",NA,103,45.50146,-61.04219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arichat Harbour,0716 Center,716,Lost,2019-04-09,NA,NA,45.50132,-61.04199,HOBO Pro V2,10755235,2,NA,WGS84,Sub-Surface Buoy,N,N,M. Hatcher / S. Hatcher / T. Balch,NA,"Drag Anchor WP# 105: Coordinates: 45.50156, -61.04188",104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arichat Harbour,0716 Center,716,Lost,2019-04-09,NA,NA,45.50132,-61.04199,TidbiT MX2303,20397512,5,NA,WGS84,Sub-Surface Buoy,N,N,M. Hatcher / S. Hatcher / T. Balch,NA,"Drag Anchor WP# 105: Coordinates: 45.50156, -61.04188",104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arichat Harbour,0716 Center,716,Lost,2019-04-09,NA,NA,45.50132,-61.04199,TidbiT MX2303,20405709,10,NA,WGS84,Sub-Surface Buoy,N,N,M. Hatcher / S. Hatcher / T. Balch,NA,"Drag Anchor WP# 105: Coordinates: 45.50156, -61.04188",104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Country Harbour,1307,1307,Retrieved,2018-12-20,2019-04-02,103,45.16005,-61.68007,HOBO Pro V2,10817410,2,13,NA,Sub-Surface Buoy,N,N,"David Cook, Matt Hatcher, Josh Hatt","Toby Balch, Matt Hatcher, Leeway crew","Drag Anchor: 45.15992, -61.67980",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Country Harbour,1307,1307,Retrieved,2018-12-20,2019-04-02,103,45.16005,-61.68007,HOBO Pro V2,20495242,5,13,NA,Sub-Surface Buoy,N,N,"David Cook, Matt Hatcher, Josh Hatt","Toby Balch, Matt Hatcher, Leeway crew","Drag Anchor: 45.15992, -61.67980",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Country Harbour,1307,1307,Retrieved,2018-12-20,2019-04-02,103,45.16005,-61.68007,HOBO Pro V2,20330413,10,13,NA,Sub-Surface Buoy,N,N,"David Cook, Matt Hatcher, Josh Hatt","Toby Balch, Matt Hatcher, Leeway crew","Drag Anchor: 45.15992, -61.67980",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Whitehead Harbour,Bald Rock,NA,Retrieved,2019-01-18,2019-04-18,90,45.19943,-61.191,HOBO Pro V2,20308050,2,30,NA,Sub-Surface Buoy,Y,N,"Toby Balch, Matt Hatcher, Scott Hatcher","Toby Balch, Matt Hatcher, Scott Hatcher","Actual coordinate not confirmed, VINY float +0.??m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Whitehead Harbour,Bald Rock,NA,Retrieved,2019-01-18,2019-04-18,90,45.19943,-61.191,aquaMeasure DOT,670372,5,30,NA,Sub-Surface Buoy,Y,N,"Toby Balch, Matt Hatcher, Scott Hatcher","Toby Balch, Matt Hatcher, Scott Hatcher",Actual coordinate not confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Whitehead Harbour,Bald Rock,NA,Retrieved,2019-01-18,2019-04-18,90,45.19943,-61.191,HOBO Pro V2,20330412,10,30,NA,Sub-Surface Buoy,Y,N,"Toby Balch, Matt Hatcher, Scott Hatcher","Toby Balch, Matt Hatcher, Scott Hatcher",Actual coordinate not confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Whitehead Harbour,Bald Rock,NA,Retrieved,2019-01-18,2019-04-18,90,45.19943,-61.191,HOBO Pro V2,20291470,15,30,NA,Sub-Surface Buoy,Y,N,"Toby Balch, Matt Hatcher, Scott Hatcher","Toby Balch, Matt Hatcher, Scott Hatcher",Actual coordinate not confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Whitehead Harbour,Bald Rock,NA,Retrieved,2019-01-18,2019-04-18,90,45.19943,-61.191,HOBO Pro V2,20308042,20,30,NA,Sub-Surface Buoy,Y,N,"Toby Balch, Matt Hatcher, Scott Hatcher","Toby Balch, Matt Hatcher, Scott Hatcher",Actual coordinate not confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Whitehead Harbour,Bald Rock,NA,Retrieved,2019-01-18,2019-04-18,90,45.19943,-61.191,VR2AR,548035,27,30,NA,Sub-Surface Buoy,Y,N,"Toby Balch, Matt Hatcher, Scott Hatcher","Toby Balch, Matt Hatcher, Scott Hatcher",Actual coordinate not confirmed. MH: data parsing error recovering Data. See error logs,NA,NA,NA,NA,NA,3.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Whitehead Harbour,Bald Rock,NA,Retrieved,2019-04-18,2020-02-25,313,45.19943,-61.19138,HOBO Pro V2,20308050,2,NA,WGS84,Sub-Surface Buoy,Y,N,"Toby Balch, Matt Hatcher, Scott Hatcher","Matt Hatcher, Scott Hatcher, Leeway Marine",NA,129,NA,45.19943,-61.19138,NA,NA,NA,NA,NA,-,NA,1899-12-31 12:08:04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Whitehead Harbour,Bald Rock,NA,Retrieved,2019-04-18,2020-02-25,313,45.19943,-61.19138,aquaMeasure DOT,670372,5,NA,WGS84,Sub-Surface Buoy,Y,N,"Toby Balch, Matt Hatcher, Scott Hatcher","Matt Hatcher, Scott Hatcher, Leeway Marine",This DO was missing,129,NA,45.19943,-61.19138,NA,NA,NA,NA,NA,-,NA,1899-12-31 12:08:04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Whitehead Harbour,Bald Rock,NA,Retrieved,2019-04-18,2020-02-25,313,45.19943,-61.19138,HOBO Pro V2,20330412,10,NA,WGS84,Sub-Surface Buoy,Y,N,"Toby Balch, Matt Hatcher, Scott Hatcher","Matt Hatcher, Scott Hatcher, Leeway Marine",When retrieved 3 lower HOBO's were improperly mounted with a single zip tie each and were moving up and down with wave action. Depth is not reliable. Data is not reliable.,129,NA,45.19943,-61.19138,NA,NA,NA,NA,NA,-,NA,1899-12-31 12:08:04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
